HR    25,2.3526670558199996,-45.74742390816,3.869999885559082,4.889999866485596,K0III
HR    39,3.3089681209050004,15.18359842959389,2.8399999141693115,2.609999895095825,B2IV
HR    48,3.6600704726100006,-18.932863353932504,4.460000038146973,6.119999885559082,M1III
HR    74,4.856976645352915,-8.82391915982472,3.549999952316284,4.769999980926514,K1+IIICN0.5
HR    77,5.017744306231667,-64.87479366391888,4.230000019073486,4.800000190734863,F9.5V
HR    98,6.4377931550222804,-77.25424611998604,2.7899999618530273,3.4100000858306885,G0V
HR   100,6.550838931848333,-43.67983065874444,3.940000057220459,4.110000133514404,A5IVn
HR   126,7.886116900947914,-62.95821745653945,4.289000034332275,4.249000072479248,B9.5Va
HR   130,8.249966181752502,62.93178142392444,4.159999847412109,4.300000190734863,BC0.7Ia
HR   153,9.242852031185834,53.89691044421194,3.6600000858306885,3.4700000286102295,B2IV
HR   154,9.22021384008625,33.71934341518167,4.360000133514404,4.199999809265137,B5V
HR   163,9.638947629184164,29.311753227467783,4.380000114440918,5.25,G7IIIFe-3CH1
HR   165,9.831679638429584,30.86098357599195,3.2799999713897705,4.559999942779541,K3III-IIIbCN0.5
HR   191,10.838375515474167,-57.46306349829973,4.361000061035156,4.349999904632568,A0IV
HR   215,11.834690495196249,24.267178550475833,4.059999942779541,5.179999828338623,K1III+KV
HR   219,12.276227476217503,57.81517728880999,3.440000057220459,4.019999980926514,F9V
HR   224,12.170601310553335,7.585081917256668,4.440000057220459,5.949999809265137,K5-III
HR   269,14.188371146487498,38.499334271586946,3.869999885559082,3.990000009536743,A6V
HR   271,14.301667830110834,23.417650023123606,4.420000076293945,5.360000133514404,G8-III
HR   280,14.65149693501667,-29.3574533863875,4.269999980926514,4.090000152587891,B7IIIp
HR   294,15.735868263886667,7.8901331810086095,4.28000020980835,5.239999771118164,G9IIIbFe-2
HR   322,16.520997989851963,-46.71841069311463,3.299999952316284,4.190000057220459,G8III
HR   334,17.14746388517208,-10.18226442669,3.450000047683716,4.610000133514404,K2-IIIb
HR   335,17.37552339943203,47.241794288193404,4.25,4.179999828338623,B5IIIe
HR   338,17.09616910146708,-55.24576000440916,4.013999938964844,3.9079999923706055,B6V+B9V
HR   343,17.77567538716791,55.14989971999472,4.329999923706055,4.510000228881836,A7V
HR   402,21.005847006805414,-8.183260897344443,3.5899999141693115,4.650000095367432,K0IIIb
HR   403,21.453964462083334,60.23528402972222,2.680000066757202,2.809999942779541,A5IV
HR   429,22.091369520270838,-43.31823473917167,3.4200000762939453,4.989999771118164,M0III
HR   437,22.870867450065003,15.345831842497502,3.619999885559082,4.599999904632568,G7IIIa
HR   440,22.81293372607833,-49.07270281348056,3.934999942779541,4.918000221252441,G8.5IIIb
HR   458,24.199339768294585,41.40545871334139,4.099999904632568,4.639999866485596,F9V
HR   464,24.498158433053337,48.62821196304722,3.569999933242798,4.849999904632568,K3-IIICN0.5
HR   489,25.357892261787082,5.487611634559999,4.440000057220459,5.809999942779541,K3III
HR   496,25.915158204820003,50.688731423610555,4.059999942779541,4.019999980926514,B1.5V:e-shell
HR   509,26.01701307163417,-15.93747989102139,3.5,4.21999979019165,G8V
HR   510,26.348438396549998,9.15775073342,4.260000228881836,5.21999979019165,G8III
HR   539,27.86513061761,-10.335031066289998,3.7200000286102295,4.860000133514404,K0.5III
HR   542,28.5988920257,63.670100066329994,3.369999885559082,3.2200000286102295,B3Vp_sh
HR   544,28.2704392446475,29.578818669729724,3.4200000762939453,3.9000000953674316,F5III
HR   553,28.66004578884514,20.808031471916408,2.6500000953674316,2.7799999713897705,kA4hA5mA5Va
HR   555,28.411413800361665,-46.3026692717061,4.409999847412109,6.0,M4III
HR   566,28.989415693558758,-51.60887759053111,3.7100000381469727,4.550000190734863,G8IIIbCNIV
HR   585,30.001285296691666,-21.077831669502782,4.019999980926514,5.579999923706055,M0III
HR   591,29.69224409758834,-61.56982215319751,2.8399999141693115,3.130000114440918,F0IV
HR   596,30.511758234265,2.7637719610669444,4.110000133514404,4.059999942779541,kA0hA7Sr
HR   622,32.38594634196055,34.98729706469149,3.0,3.140000104904175,A5III
HR   649,33.25000132715,8.846702350650002,4.349999904632568,5.230000019073486,G7IIIBa0.4Fe-1
HR   664,34.32861363899208,33.84719681816611,4.0,4.019999980926514,A1Vnn
HR   674,34.12744204857083,-51.512165163000276,3.569999933242798,3.450000047683716,B8IV
HR   681,34.83663375759996,-2.9776376730729166,6.53000020980835,7.630000114440918,M5/6IIIe
HR   705,35.43725985508,-68.65941858958,4.090000152587891,4.119999885559082,A2V
HR   718,37.0398210789746,8.4600602248073,4.300000190734863,4.25,B9III
HR   721,36.74634213164126,-47.70384065879168,4.25,4.110000133514404,B7IV
HR   779,39.87065353077333,0.32850866536999995,4.070000171661377,3.8499999046325684,B2IV
HR   794,40.166811874223335,-39.855376525024454,4.116000175476074,5.113999843597412,K0IIIb
HR   799,41.04994423087624,49.228448519215,4.110000133514404,4.619999885559082,F8V
HR   804,40.825162898112545,3.2358163764959436,3.4700000286102295,3.559999942779541,A2Vn+F4V
HR   806,39.897340197639586,-68.26694668466418,4.0960001945495605,4.046999931335449,B9Va
HR   811,41.030615664194166,-13.858688724180276,4.236000061035156,4.111999988555908,B8IV
HR   813,41.23557227441292,10.114144927239167,4.260000228881836,4.570000171661377,A9IIIp
HR   818,41.275828336206246,-18.572622827755275,4.460000038146973,4.940000057220459,F7V
HR   834,42.67420822277708,55.895494367171665,3.7899999618530273,5.480000019073486,K3-Ib-IIa
HR   838,42.49597183583333,27.26050722722222,3.5940001010894775,3.497999906539917,B8Vn
HR   841,42.27257876772,-32.405897779689994,4.460000038146973,5.449999809265137,G9IIIb
HR   854,43.56449050346,52.762467426469996,3.9600000381469727,4.710000038146973,G8III+A7V
HR   868,43.46987542233,-49.889647366729996,8.140000343322754,9.149999618530273,M5-7e
HR   874,44.10687184660001,-8.8981434724,3.869999885559082,4.989999771118164,K1+IIIb
HR   897,44.56531815678001,-40.30467763811,3.180000066757202,3.3299999237060547,A3IV-V
HR   898,44.56834883087999,-40.30469619625,4.110000133514404,4.199999809265137,A1V
HR   911,45.56988780332224,4.089738771805157,2.5299999713897705,4.170000076293945,M1.5IIIa
HR   915,46.19925046367875,53.50646183498722,2.930000066757202,3.630000114440918,G9III+A2-III:
HR   919,45.59791399675917,-23.624471723482227,4.090000152587891,4.25,A3IV-V
HR   921,46.29414106098047,38.84027619029382,3.390000104904175,5.039999961853027,M4+IIIa
HR   941,47.37418183354417,44.85745828572973,3.809999942779541,4.789999961853027,G9.5IIIb
HR   951,47.90736069940499,19.726673110293053,4.369999885559082,5.400000095367432,G9.5IIIb
HR   963,48.018874183263755,-28.987621986758608,3.9800000190734863,4.510000228881836,F6V
HR   999,50.08484196336125,29.04845766232917,4.46999979019165,6.019999980926514,K3IIIaBa0.5
HR  1003,49.87916936539666,-21.757865396989718,3.700000047683716,5.320000171661377,M3III-IIIaCa-1
HR  1008,49.9818788009275,-43.069781996785,4.269999980926514,4.980000019073486,G6V
HR  1030,51.203326327090004,9.02886962001,3.5999999046325684,4.489999771118164,G6III
HR  1035,52.267220373399994,59.940333656830006,4.21999979019165,4.630000114440918,B9Ia
HR  1038,51.79225241356,9.7327419509,3.75,3.6600000858306885,B9Vn
HR  1052,52.64368902509,47.9952163484,4.360000133514404,5.710000038146973,K3-III
HR  1066,52.71823990313,12.93666963977,4.099999904632568,5.230000019073486,K0-III
HR  1084,53.23268537982792,-9.458260970518056,3.7300000190734863,4.610000133514404,K2V
HR  1087,54.12241555310417,48.19263455720194,4.230000019073486,4.170000076293945,B5Ve
HR  1088,53.44698288227083,-21.63288447691278,4.25,4.150000095367432,B9V
HR  1101,54.21826543507,0.40166447161916674,4.300000190734863,5.150000095367432,F9IV-V
HR  1122,55.73122001957376,47.787496738188054,3.009999990463257,2.890000104904175,B5III
HR  1131,56.07972403666,32.2882464911,3.9100000858306885,3.9100000858306885,B1III
HR  1135,56.29846973267084,42.57853042796416,3.799999952316284,4.21999979019165,F4II
HR  1136,55.81208557481292,-9.763391932194168,3.5399999618530273,4.460000038146973,K0+IV
HR  1142,56.218904540787506,24.11333785002,3.700000047683716,3.5899999141693115,B6IIIe
HR  1145,56.302083304839165,24.46727376214722,4.300000190734863,4.190000057220459,B6IV
HR  1149,56.45670064515208,24.36774376828833,3.869999885559082,3.799999952316284,B7III
HR  1156,56.58160786306708,23.948358938116662,4.179999828338623,4.119999885559082,B6IV(e)
HR  1162,56.53556341675,-12.101588482009998,4.420000076293945,6.039999961853027,M1III
HR  1165,56.871152303749994,24.105135651944444,2.869999885559082,2.7799999713897705,B7III
HR  1173,56.71203049437417,-23.249722802974723,4.199999809265137,4.650000095367432,F5IV-V
HR  1175,56.04992267531208,-64.80691413207694,3.8329999446868896,4.9679999351501465,K2-IIIb
HR  1178,57.29059607421416,24.053417133280284,3.630000114440918,3.5399999618530273,B8III
